budget,movie_id,popularity,release_date,revenue,runtime,status,tagline,movie_title,vote_average,vote_count,language,full_original_name,country_short,country_name,release_date_season,oscar_year,year_of_release,award,actor_id,actor,director_id,director_name,genres,keywords,production,release_year,release_month,release_dayofweek,release_year_bins
90000000.0,65754,47.7,2011-12-14,232617430.0,158,Released,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2400,en,English,NO,Norway,Winter,0,0,Non-nominee,8784,Daniel Craig,7467,David Fincher,"Thriller, Crime, Mystery, Drama","rape, journalist, based on novel, journalism, hacker, nazis, punk, investigation, remake, antisocial personality disorder, serial killer, disappearance, hacking, computer hacker, bible quote, scandinavian, abuse","Columbia Pictures, Scott Rudin Productions, Film Rites, Metro-Goldwyn-Mayer (MGM), Yellow Bird, Ground Control",2011,12,2,2011-2020
130000000.0,65759,17.8,2011-11-17,150406466.0,100,Released,Every step counts.,Happy Feet Two,5.8,400,en,English,AU,Australia,Fall,0,0,Non-nominee,109,Elijah Wood,20629,George Miller,"Animation, Comedy, Family","penguin, musical, aftercreditsstinger, 3d","Village Roadshow Pictures, Warner Bros., Dr D Studios, Kennedy Miller Mitchell",2011,11,3,2011-2020
0.0,66125,5.5,2011-08-04,0.0,92,Released,He's Been Everywhere Mate.,Red Dog,7.1,100,en,English,AU,Australia,Summer,0,0,Non-nominee,6164,Josh Lucas,110427,Kriv Stenders,"Drama, Comedy, Family","1970s, human animal relationship, australia, grief, search, dog, death, mourning, based on true events, australian outback, dog missing","Screen Australia, Endymion Films, ScreenWest, Essential Entertainment, Woss Group Film Productions, The South Australian Film Corporation",2011,8,3,2011-2020
0.0,66195,6.5,2010-07-01,14870.0,93,Released,Dinner Parties Are A Dying Art.,The Perfect Host,6.2,100,en,English,US,United States of America,Summer,0,0,Non-nominee,11076,David Hyde Pierce,550681,Nick Tomnay,"Comedy, Thriller, Crime","swimming pool, tea kettle, conga line, spit in the face, convenience store robbery",Splendid Film,2010,7,3,2011-2020
10000000.0,66767,2.9,2011-06-10,0.0,91,Released,"Feel the beat, live the dream.",Beat the World,4.3,0,en,English,CA,Canada,Summer,0,0,Non-nominee,545343,Tyrone Brown,31120,Robert Adetuyi,"Music, Drama",sporting event,"The Harold Greenberg Fund, Ontario Media Development Corporation (OMDC), Telefilm Canada - Equity Investment Program, Inner City Films",2011,6,4,2011-2020
2902660.0,66942,1.4,2011-08-19,0.0,93,Released,"He's a dreamer, stuck in the real world.",Griff the Invisible,6.1,0,en,English,AU,Australia,Summer,0,0,Non-nominee,133212,Ryan Kwanten,84451,Leon Ford,"Romance, Comedy, Drama","love, superhero, independent film, comedy",Screen Australia,2011,8,4,2011-2020
12000000.0,67660,6.0,2012-04-16,96070507.0,122,Released,Let the mind games begin.,Think Like a Man,6.9,300,en,English,US,United States of America,Spring,0,0,Non-nominee,8177,Michael Ealy,20400,Tim Story,"Comedy, Romance","advice, love, relationship, ensemble cast, duringcreditsstinger, turning the tables, reading a book, african american comedy",Rainforest Films,2012,4,0,2011-2020
10000000.0,67911,3.9,2011-09-09,0.0,97,Released,There Are No Small Actors. Just Small Parts.,Bucky Larson: Born to Be a Star,4.4,100,en,English,US,United States of America,Fall,0,0,Non-nominee,32907,Nick Swardson,66512,Tom Brady,Comedy,"porno star, hollywood","Columbia Pictures, Happy Madison Productions",2011,9,4,2011-2020
6000000.0,67913,19.4,2011-07-07,19560274.0,96,Released,The FBI are about to discover that things work a little differently around here.,The Guard,6.8,400,en,English,IE,Ireland,Summer,0,0,Non-nominee,2039,Brendan Gleeson,65594,John Michael McDonagh,"Action, Comedy, Thriller, Crime","prostitute, blackmail, drug smuggle, rural ireland, dry humour","UK Film Council, Crescendo Productions, Element Pictures, Irish Film Board, Prescience, Reprisal Films, Aegis Film Fund",2011,7,3,2011-2020
40000000.0,68179,18.1,2013-02-14,74597643.0,89,Released,Earth's greatest secrets are about to break out!,Escape from Planet Earth,5.7,300,en,English,CA,Canada,Winter,0,0,Non-nominee,18269,Brendan Fraser,1098477,Callan Brunker,"Animation, Comedy, Adventure, Family, Science Fiction","spaceship, alien, rescue, escape, planet, astronaut, Γη, mission control","Rainmaker Entertainment, Mainframe Entertainment, Weinstein Company, The",2013,2,3,2011-2020
10000000.0,68684,10.4,2011-03-16,0.0,93,Released,Cancel Your Future,Detention,5.7,100,en,English,US,United States of America,Spring,0,0,Non-nominee,553504,Shanley Caswell,66823,Joseph Kahn,"Horror, Comedy, Science Fiction","high school, murder, slasher, horror spoof",Detention Films,2011,3,2,2011-2020
100000000.0,68718,82.1,2012-12-25,425368238.0,165,Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10100,en,English,US,United States of America,Winter,2012,2012,Nominee,134,Jamie Foxx,138,Quentin Tarantino,"Drama, Western","bounty hunter, hero, plantation, society, friendship, friends, revenge, rivalry, rescue, shootout, racism, danger, dentist, django, dual role, aftercreditsstinger, odd couple, black slave, deadly, chases and races, 19th century","Columbia Pictures, The Weinstein Company",2012,12,1,2011-2020
200000000.0,68721,77.7,2013-04-18,1215439994.0,130,Released,Unleash the power behind the armor.,Iron Man 3,6.8,8800,en,English,CN,China,Spring,0,0,Non-nominee,3223,Robert Downey Jr.,1108,Shane Black,"Action, Adventure, Science Fiction","terrorist, war on terror, tennessee, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, mandarin, 3d, war machine, iron patriot, extremis",Marvel Studios,2013,4,3,2011-2020
32000000.0,68722,25.7,2012-09-07,28258060.0,137,Released,Every Man Needs a Guide,The Master,7.0,700,en,English,US,United States of America,Fall,0,0,Non-nominee,73421,Joaquin Phoenix,4762,Paul Thomas Anderson,Drama,"post traumatic stress  disorder, sexual obsession, postwar period, drifter, alcoholic, cult leader, scientology, religious cult, charismatic leader, right hand man","Ghoulardi Film Company, The Weinstein Company, Annapurna Pictures",2012,9,4,2011-2020
115000000.0,68724,67.3,2013-08-07,286140700.0,109,Released,He can save us all.,Elysium,6.4,3400,en,English,US,United States of America,Summer,0,0,Non-nominee,1892,Matt Damon,82194,Neill Blomkamp,"Science Fiction, Action, Drama, Thriller","dystopia, space station, class conflict","TriStar Pictures, Media Rights Capital, Sony Pictures Entertainment (SPE), QED International, Alpha Core, Genre Films, Simon Kinberg Productions",2013,8,2,2011-2020
180000000.0,68726,56.5,2013-07-11,407602906.0,131,Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4800,en,English,US,United States of America,Summer,0,0,Non-nominee,17605,Idris Elba,10828,Guillermo del Toro,"Action, Science Fiction, Adventure","dystopia, giant robot, giant monster, apocalypse, imax, duringcreditsstinger, 3d","Legendary Pictures, Warner Bros., Disney Double Dare You (DDY), Indochina Productions",2013,7,3,2011-2020
20000000.0,68727,38.8,2013-03-27,24261569.0,101,Released,Don't be a hero.,Trance,6.5,1000,en,English,GB,United Kingdom,Spring,0,0,Non-nominee,5530,James McAvoy,2034,Danny Boyle,"Thriller, Crime, Drama, Mystery","amnesia, art thief, hypnotism, heist movie, duringcreditsstinger","Cloud Eight Films, Pathé, Decibel Films, Film4",2013,3,2,2011-2020
200000000.0,68728,47.0,2013-03-07,491868548.0,130,Released,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3500,en,English,US,United States of America,Spring,0,0,Non-nominee,17051,James Franco,7623,Sam Raimi,"Fantasy, Adventure, Family","circus, witch, magic, hope, illusion, lost, magic trick, wizard, 3d","Walt Disney Pictures, Roth Films",2013,3,3,2011-2020
44500000.0,68734,62.0,2012-10-11,232324128.0,120,Released,The movie was fake. The mission was real.,Argo,7.1,3400,en,English,US,United States of America,Fall,2012,2012,Winner,880,Ben Affleck,880,Ben Affleck,"Drama, Thriller","cia, wife husband relationship, document, revolution, hiding place, canadian, press conference, biography, hanged man, american abroad, crane, subtitled scene, movie poster, based on article, extraction, iran hostage crisis, sweatshop, intelligence agent, film studio, langley virginia, 1980s","GK Films, Warner Bros., Smokehouse Pictures",2012,10,3,2011-2020
160000000.0,68735,63.1,2016-05-25,433677183.0,123,Released,Two worlds. One home.,Warcraft,6.3,2300,en,English,CA,Canada,Spring,0,0,Non-nominee,52851,Paula Patton,81850,Duncan Jones,"Action, Adventure, Fantasy","video game, elves, orcs, magic, chase, based on comic book, sorcerer, fictional war, based on video game, wizard, fictional language, muscles, orc, sword and sorcery","Universal Pictures, Atlas Entertainment, Legendary Pictures, Blizzard Entertainment",2016,5,2,2011-2020
95000000.0,68737,63.6,2014-12-12,114178613.0,102,Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,1000,en,English,CN,China,Winter,0,0,Non-nominee,1229,Jeff Bridges,130938,Sergei Bodrov,"Adventure, Fantasy","magic, chosen one, dark fantasy, witch hunter, evil witch, based on young adult novel, sword and sorcery","Legendary Pictures, Thunder Road Pictures, Outlaw Sinema, Moving Picture Company (MPC), Pendle Mountain Productions, China Film Co.",2014,12,4,2011-2020
20000000.0,68812,19.5,2012-09-01,1969193.0,105,Released,Loving husband. Devoted father. Ruthless killer.,The Iceman,6.4,400,en,English,US,United States of America,Fall,0,0,Non-nominee,335,Michael Shannon,81476,Ariel Vromen,"Thriller, Crime, Drama","new jersey, restaurant, hitman, van, arrest, psychopath, based on true story, jail, serial murder, stabbing, crime family, bombing, ice cream man  , drug deal, contract killer, crime syndicate, poisoning","Bleiberg Entertainment, Millennium Films",2012,9,5,2011-2020
0.0,68818,5.2,2011-08-31,623528.0,98,Released,No destiny,Blackthorn,6.6,100,en,English,BO,Bolivia,Summer,0,0,Non-nominee,9880,Sam Shepard,19841,Mateo Gil,"Adventure, Action, Western","robbery, miner, treachery, sundance kid, native peoples, butch cassidy","Quickfire Films, Televisión Española (TVE), Arcadia Motion Pictures, Noodles Production, Canal+ España, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Instituto de Crédito Oficial (ICO), ONO, Ariane Mararía Films, Nix Films, Eter Pictures, Manto Films, Pegaso Producciones, Ibermedia European Community Program, Audiovisual Aval SGR",2011,8,2,2011-2020
18000000.0,68924,14.9,1997-09-27,8038061.0,112,Released,"It was 1973, and the climate was changing.",The Ice Storm,6.9,200,en,English,FR,France,Fall,0,0,Non-nominee,8945,Kevin Kline,1614,Ang Lee,Drama,"based on novel, 1970s, thanksgiving, dysfunctional family, independent film","Fox Searchlight Pictures, Good Machine, Canal+ Droits Audiovisuels",1997,9,5,1991-2000
50000000.0,69668,19.3,2011-09-30,38502340.0,84,Released,"Once upon a time, there were two little girls who lived in a house.",Dream House,5.8,400,en,English,CA,Canada,Fall,0,0,Non-nominee,8784,Daniel Craig,53334,Jim Sheridan,"Drama, Thriller, Mystery","house fire, extension ladder, last day on job","Cliffjack Motion Pictures, Morgan Creek Productions",2011,9,4,2011-2020
0.0,69848,0.9,1999-08-02,0.0,121,Released,One man's hero is another man's traitor.,One Man's Hero,9.3,0,en,English,US,United States of America,Summer,0,0,Non-nominee,13022,Tom Berenger,57154,Lance Hool,"Western, Action, Drama, History","war, army, battlefield, chivalry","Filmax, Silver Lion Films, Televisa S.A. de C.V., Arco Films S.L, Hool/Macdonald Productions, Producciones San Patricia",1999,8,0,1991-2000
75000000.0,70160,68.6,2012-03-12,691210692.0,142,Released,May The Odds Be Ever In Your Favor.,The Hunger Games,6.9,9500,en,English,US,United States of America,Spring,0,0,Non-nominee,72129,Jennifer Lawrence,23964,Gary Ross,"Science Fiction, Adventure, Fantasy","hallucination, dystopia, female protagonist, bow and arrow, knife throwing, knife fight, game, archery, blindness, glamour, roasted pig, sponsor, chariot, fictional tv show, mine explosion, based on young adult novel","Lionsgate, Color Force",2012,3,0,2011-2020
23000000.0,70435,26.3,2011-11-06,33372606.0,93,Released,They left her no choice.,Haywire,5.6,500,en,English,IE,Ireland,Fall,0,0,Non-nominee,78452,Gina Carano,1884,Steven Soderbergh,"Action, Thriller","mercenary, secret agent, rescue, foot chase, spanish","Irish Film Board, Relativity Media",2011,11,6,2011-2020
26000000.0,70436,22.5,2012-03-09,29657751.0,111,Released,The only one who can stop a serial killer is the man who inspired him.,The Raven,6.1,400,en,English,HU,Hungary,Spring,0,0,Non-nominee,3036,John Cusack,11266,James McTeigue,"Crime, Thriller, Mystery","poison, blackmail, masked ball, historical figure, buried alive, serial killer, deadline, edgar allan poe, newspaper review, baltimore maryland, newspaper office, hard times, life imitates art, pendulum",Relativity Media,2012,3,4,2011-2020
0.0,70670,20.8,2011-08-04,15699707.0,100,Released,The hunt is on.,Headhunters,7.1,400,en,English,DE,Germany,Summer,0,0,Non-nominee,76547,Aksel Hennie,77965,Morten Tyldum,"Thriller, Crime","death of lover, art thief, art gallery, police investigation","Nordisk Film, Yellow Bird Films, Friland Produksjon, ARD Degeto Film",2011,8,3,2011-2020
24000000.0,70868,8.6,2011-09-16,30551495.0,89,Released,"If it were easy, men would do it too.",I Don't Know How She Does It,5.0,100,en,English,US,United States of America,Fall,0,0,Non-nominee,520,Sarah Jessica Parker,32983,Douglas McGrath,"Romance, Comedy","pregnancy, family vacation, widower, working mum, in-laws",The Weinstein Company,2011,9,4,2011-2020
130000000.0,70981,68.9,2012-05-30,403170142.0,124,Released,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5100,en,English,GB,United Kingdom,Spring,0,0,Non-nominee,87722,Noomi Rapace,578,Ridley Scott,"Science Fiction, Adventure, Mystery","android, dystopia, alien, spin off, creation, emergency surgery, aftercreditsstinger, stasis, archeological dig, god complex, cave drawing, genetic mutation, origins of life","Twentieth Century Fox Film Corporation, Dune Entertainment, Scott Free Productions, Brandywine Productions",2012,5,2,2011-2020
30000000.0,71469,23.3,2011-12-22,64626786.0,89,Released,Survive The Holidays,The Darkest Hour,4.8,500,en,English,US,United States of America,Winter,0,0,Non-nominee,46593,Emile Hirsch,10855,Chris Gorak,"Horror, Action, Thriller, Science Fiction","alien invasion, american abroad, moscow, unlikely heroes, failed business","Summit Entertainment, Regency Enterprises, Bazelevs Production, The Jacobson Company, New Regency Pictures",2011,12,3,2011-2020
50000000.0,71552,39.9,2012-04-04,234989584.0,113,Released,Save the best piece for last.,American Reunion,6.1,1600,en,English,US,United States of America,Spring,0,0,Non-nominee,21593,Jason Biggs,68843,Jon Hurwitz,Comedy,"wife husband relationship, sequel, family reunion, masturbation, scat, high school reunion, quitting a job, milf, duringcreditsstinger",Universal Pictures,2012,4,2,2011-2020
57000000.0,71676,48.6,2011-12-10,149217355.0,95,Released,He Rides Again.,Ghost Rider: Spirit of Vengeance,4.7,1100,en,English,AE,United Arab Emirates,Winter,0,0,Non-nominee,2963,Nicolas Cage,20192,Brian Taylor,"Action, Fantasy, Thriller","monk, eastern europe, skeleton, biker, marvel comic, superhero, motorcycle, devil, dark hero, ghost rider","Columbia Pictures, Imagenation Abu Dhabi FZ, Marvel Entertainment, Marvel Knights, Hyde Park Entertainment, Crystal Sky Pictures, Michael De Luca Productions",2011,12,5,2011-2020
65000000.0,71679,6.2,2012-09-12,240159255.0,95,Released,The Ultimate Battle Begins,Resident Evil: Retribution,5.6,1600,en,English,CA,Canada,Fall,0,0,Non-nominee,63,Milla Jovovich,4014,Paul W.S. Anderson,"Action, Horror, Science Fiction","mutant, dystopia, sequel, conspiracy, tokyo japan, zombie, based on video game, moscow, hand to hand combat, virus, plague, pandemic, mega corporation",Davis-Films,2012,9,2,2011-2020
13000000.0,71688,23.4,2011-12-30,114956699.0,105,Released,Never Compromise,The Iron Lady,6.2,500,en,English,FR,France,Winter,0,0,Non-nominee,5064,Meryl Streep,71068,Phyllida Lloyd,"History, Drama","capitalism, prime minister, argentina, margaret thatcher, british overseas territory, war propaganda, british politics, british prime minister, female politician, falklands war, political leader, female prime minister, right wing, falklands, woman director, 1980s","UK Film Council, Canal+, DJ Films, CinéCinéma, Pathé, Film4, Goldcrest Pictures, Yuk Films",2011,12,4,2011-2020
